source,doi,title,abstract,venue,year,citations,authors,url,filter_status
arxiv,,Constructing Time-Series Momentum Portfolios with Deep Multi-Task Learning,"A diversified risk-adjusted time-series momentum (TSMOM) portfolio can deliver substantial abnormal returns and offer some degree of tail risk protection during extreme market events. The performance of existing TSMOM strategies, however, relies not only on the quality of the momentum signal but also on the efficacy of the volatility estimator. Yet many of the existing studies have always considered these two factors to be independent. Inspired by recent progress in Multi-Task Learning (MTL), we present a new approach using MTL in a deep neural network architecture that jointly learns portfolio construction and various auxiliary tasks related to volatility, such as forecasting realized volatility as measured by different volatility estimators. Through backtesting from January 2000 to December 2020 on a diversified portfolio of continuous futures contracts, we demonstrate that even after accounting for transaction costs of up to 3 basis points, our approach outperforms existing TSMOM strategies. Moreover, experiments confirm that adding auxiliary tasks indeed boosts the portfolio's performance. These findings demonstrate that MTL can be a powerful tool in finance.",arXiv q-fin,2023,0,Joel Ong; Dorien Herremans,https://arxiv.org/abs/2306.13661v1,pass
arxiv,,Generalized Autoregressive Score Trees and Forests,"We propose methods to improve the forecasts from generalized autoregressive score (GAS) models (Creal et. al, 2013; Harvey, 2013) by localizing their parameters using decision trees and random forests. These methods avoid the curse of dimensionality faced by kernel-based approaches, and allow one to draw on information from multiple state variables simultaneously. We apply the new models to four distinct empirical analyses, and in all applications the proposed new methods significantly outperform the baseline GAS model. In our applications to stock return volatility and density prediction, the optimal GAS tree model reveals a leverage effect and a variance risk premium effect. Our study of stock-bond dependence finds evidence of a flight-to-quality effect in the optimal GAS forest forecasts, while our analysis of high-frequency trade durations uncovers a volume-volatility effect.",arXiv q-fin,2023,0,Andrew J. Patton; Yasin Simsek,https://arxiv.org/abs/2305.18991v1,pass
arxiv,,ChatGPT Informed Graph Neural Network for Stock Movement Prediction,"ChatGPT has demonstrated remarkable capabilities across various natural language processing (NLP) tasks. However, its potential for inferring dynamic network structures from temporal textual data, specifically financial news, remains an unexplored frontier. In this research, we introduce a novel framework that leverages ChatGPT's graph inference capabilities to enhance Graph Neural Networks (GNN). Our framework adeptly extracts evolving network structures from textual data, and incorporates these networks into graph neural networks for subsequent predictive tasks. The experimental results from stock movement forecasting indicate our model has consistently outperformed the state-of-the-art Deep Learning-based benchmarks. Furthermore, the portfolios constructed based on our model's outputs demonstrate higher annualized cumulative returns, alongside reduced volatility and maximum drawdown. This superior performance highlights the potential of ChatGPT for text-based network inferences and underscores its promising implications for the financial sector.",arXiv q-fin,2023,0,Zihan Chen; Lei Nico Zheng; Cheng Lu; Jialu Yuan; Di Zhu,https://arxiv.org/abs/2306.03763v4,pass
arxiv,,Non-adversarial training of Neural SDEs with signature kernel scores,"Neural SDEs are continuous-time generative models for sequential data. State-of-the-art performance for irregular time series generation has been previously obtained by training these models adversarially as GANs. However, as typical for GAN architectures, training is notoriously unstable, often suffers from mode collapse, and requires specialised techniques such as weight clipping and gradient penalty to mitigate these issues. In this paper, we introduce a novel class of scoring rules on pathspace based on signature kernels and use them as objective for training Neural SDEs non-adversarially. By showing strict properness of such kernel scores and consistency of the corresponding estimators, we provide existence and uniqueness guarantees for the minimiser. With this formulation, evaluating the generator-discriminator pair amounts to solving a system of linear path-dependent PDEs which allows for memory-efficient adjoint-based backpropagation. Moreover, because the proposed kernel scores are well-defined for paths with values in infinite dimensional spaces of functions, our framework can be easily extended to generate spatiotemporal data. Our procedure permits conditioning on a rich variety of market conditions and significantly outperforms alternative ways of training Neural SDEs on a variety of tasks including the simulation of rough volatility models, the conditional probabilistic forecasts of real-world forex pairs where the conditioning variable is an observed past trajectory, and the mesh-free generation of limit order book dynamics.",arXiv q-fin,2023,0,Zacharia Issa; Blanka Horvath; Maud Lemercier; Cristopher Salvi,https://arxiv.org/abs/2305.16274v1,pass
arxiv,,Copula Variational LSTM for High-dimensional Cross-market Multivariate Dependence Modeling,"We address an important yet challenging problem - modeling high-dimensional dependencies across multivariates such as financial indicators in heterogeneous markets. In reality, a market couples and influences others over time, and the financial variables of a market are also coupled. We make the first attempt to integrate variational sequential neural learning with copula-based dependence modeling to characterize both temporal observable and latent variable-based dependence degrees and structures across non-normal multivariates. Our variational neural network WPVC-VLSTM models variational sequential dependence degrees and structures across multivariate time series by variational long short-term memory networks and regular vine copula. The regular vine copula models nonnormal and long-range distributional couplings across multiple dynamic variables. WPVC-VLSTM is verified in terms of both technical significance and portfolio forecasting performance. It outperforms benchmarks including linear models, stochastic volatility models, deep neural networks, and variational recurrent networks in cross-market portfolio forecasting.",arXiv q-fin,2023,0,Jia Xu; Longbing Cao,https://arxiv.org/abs/2305.08778v1,pass
arxiv,,Carbon Price Forecasting with Quantile Regression and Feature Selection,"Carbon futures has recently emerged as a novel financial asset in the trading markets such as the European Union and China. Monitoring the trend of the carbon price has become critical for both national policy-making as well as industrial manufacturing planning. However, various geopolitical, social, and economic factors can impose substantial influence on the carbon price. Due to its volatility and non-linearity, predicting accurate carbon prices is generally a difficult task. In this study, we propose to improve carbon price forecasting with several novel practices. First, we collect various influencing factors, including commodity prices, export volumes such as oil and natural gas, and prosperity indices. Then we select the most significant factors and disclose their optimal grouping for explainability. Finally, we use the Sparse Quantile Group Lasso and Adaptive Sparse Quantile Group Lasso for robust price predictions. We demonstrate through extensive experimental studies that our proposed methods outperform existing ones. Also, our quantile predictions provide a complete profile of future prices at different levels, which better describes the distributions of the carbon market.",arXiv q-fin,2023,0,Tianqi Pang; Kehui Tan; Chenyou Fan,https://arxiv.org/abs/2305.03224v1,pass
arxiv,,Particle MCMC in forecasting frailty correlated default models with expert opinion,"Predicting corporate default risk has long been a crucial topic in the finance field, as bankruptcies impose enormous costs on market participants as well as the economy as a whole. This paper aims to forecast frailty correlated default models with subjective judgements on a sample of U.S. public non-financial firms spanning January 1980-June 2019. We consider a reduced-form model and adopt a Bayesian approach coupled with the Particle Markov Chain Monte Carlo (Particle MCMC) algorithm to scrutinize this problem. The findings show that the volatility and the mean reversion of the hidden factor, which determine the dependence of the unobserved default intensities on the latent variable, have a highly economically and statistically significant positive impact on the default intensities of the firms. The results also indicate that the 1-year prediction for frailty correlated default models with different prior distributions is relatively good, whereas the prediction accuracy ratios for frailty-correlated default models with non-informative and subjective prior distributions over various prediction horizons are not significantly different.",arXiv q-fin,2023,0,Ha Nguyen,https://arxiv.org/abs/2304.11586v2,pass
arxiv,,Towards systematic intraday news screening: a liquidity-focused approach,"News can convey bearish or bullish views on financial assets. Institutional investors need to evaluate automatically the implied news sentiment based on textual data. Given the huge amount of news articles published each day, most of which are neutral, we present a systematic news screening method to identify the ``true'' impactful ones, aiming for more effective development of news sentiment learning methods. Based on several liquidity-driven variables, including volatility, turnover, bid-ask spread, and book size, we associate each 5-min time bin to one of two specific liquidity modes. One represents the ``calm'' state at which the market stays for most of the time and the other, featured with relatively higher levels of volatility and trading volume, describes the regime driven by some exogenous events. Then we focus on the moments where the liquidity mode switches from the former to the latter and consider the news articles published nearby impactful. We apply naive Bayes on these filtered samples for news sentiment classification as an illustrative example. We show that the screened dataset leads to more effective feature capturing and thus superior performance on short-term asset return prediction compared to the original dataset.",arXiv q-fin,2023,0,Jianfei Zhang; Mathieu Rosenbaum,https://arxiv.org/abs/2304.05115v1,pass
arxiv,,Stock Price Predictability and the Business Cycle via Machine Learning,"We study the impacts of business cycles on machine learning (ML) predictions. Using the S&P 500 index, we find that ML models perform worse during most recessions, and the inclusion of recession history or the risk-free rate does not necessarily improve their performance. Investigating recessions where models perform well, we find that they exhibit lower market volatility than other recessions. This implies that the improved performance is not due to the merit of ML methods but rather factors such as effective monetary policies that stabilized the market. We recommend that ML practitioners evaluate their models during both recessions and expansions.",arXiv q-fin,2023,0,Li Rong Wang; Hsuan Fu; Xiuyi Fan,https://arxiv.org/abs/2304.09937v1,pass
arxiv,,Learning to Predict Short-Term Volatility with Order Flow Image Representation,"Introduction: The paper addresses the challenging problem of predicting the short-term realized volatility of the Bitcoin price using order flow information. The inherent stochastic nature and anti-persistence of price pose difficulties in accurate prediction. Methods: To address this, we propose a method that transforms order flow data over a fixed time interval (snapshots) into images. The order flow includes trade sizes, trade directions, and limit order book, and is mapped into image colour channels. These images are then used to train both a simple 3-layer Convolutional Neural Network (CNN) and more advanced ResNet-18 and ConvMixer, with additionally supplementing them with hand-crafted features. The models are evaluated against classical GARCH, Multilayer Perceptron trained on raw data, and a naive guess method that considers current volatility as a prediction. Results: The experiments are conducted using price data from January 2021 and evaluate model performance in terms of root mean square error (RMSPE). The results show that our order flow representation with a CNN as a predictive model achieves the best performance, with an RMSPE of 0.85+/-1.1 for the model with aggregated features and 1.0+/-1.4 for the model without feature supplementation. ConvMixer with feature supplementation follows closely. In comparison, the RMSPE for the naive guess method was 1.4+/-3.0.",arXiv q-fin,2023,0,Artem Lensky; Mingyu Hao,https://arxiv.org/abs/2304.02472v2,pass
arxiv,,High-Frequency Volatility Estimation with Fast Multiple Change Points Detection,"We propose a method for constructing sparse high-frequency volatility estimators that are robust against change points in the spot volatility process. The estimators we propose are $\ell_1$-regularized versions of existing volatility estimators. We focus on power variation estimators as they represent a fundamental class of volatility estimators. We establish consistency of these estimators for the true unobserved volatility and the change points locations, showing that minimax rates can be achieved for particular volatility estimators. The new estimators utilize the computationally efficient least angle regression algorithm for estimation purposes, followed by a reduced dynamic programming step to refine the final number of change points. In terms of numerical performance, these estimators are not only computationally fast but also accurately identify breakpoints near the end of the sample, both features highly desirable in today's electronic trading environment. In terms of out-of-sample volatility prediction, our new estimators provide more realistic and smoother volatility forecasts, outperforming a broad range of classical and recent volatility estimators across various frequencies and forecasting horizons.",arXiv q-fin,2023,0,Greeshma Balabhadra; El Mehdi Ainasse; Pawel Polak,https://arxiv.org/abs/2303.10550v3,pass
arxiv,,Optimal probabilistic forecasts for risk management,This paper explores the implications of producing forecast distributions that are optimized according to scoring rules that are relevant to financial risk management. We assess the predictive performance of optimal forecasts from potentially misspecified models for i) value-at-risk and expected shortfall predictions; and ii) prediction of the VIX volatility index for use in hedging strategies involving VIX futures. Our empirical results show that calibrating the predictive distribution using a score that rewards the accurate prediction of extreme returns improves the VaR and ES predictions. Tail-focused predictive distributions are also shown to yield better outcomes in hedging strategies using VIX futures.,arXiv q-fin,2023,0,Yuru Sun; Worapree Maneesoonthorn; Ruben Loaiza-Maya; Gael M. Martin,https://arxiv.org/abs/2303.01651v1,pass
arxiv,,Stock Broad-Index Trend Patterns Learning via Domain Knowledge Informed Generative Network,"Predicting the Stock movement attracts much attention from both industry and academia. Despite such significant efforts, the results remain unsatisfactory due to the inherently complicated nature of the stock market driven by factors including supply and demand, the state of the economy, the political climate, and even irrational human behavior. Recently, Generative Adversarial Networks (GAN) have been extended for time series data; however, robust methods are primarily for synthetic series generation, which fall short for appropriate stock prediction. This is because existing GANs for stock applications suffer from mode collapse and only consider one-step prediction, thus underutilizing the potential of GAN. Furthermore, merging news and market volatility are neglected in current GANs. To address these issues, we exploit expert domain knowledge in finance and, for the first time, attempt to formulate stock movement prediction into a Wasserstein GAN framework for multi-step prediction. We propose IndexGAN, which includes deliberate designs for the inherent characteristics of the stock market, leverages news context learning to thoroughly investigate textual information and develop an attentive seq2seq learning network that captures the temporal dependency among stock prices, news, and market sentiment. We also utilize the critic to approximate the Wasserstein distance between actual and predicted sequences and develop a rolling strategy for deployment that mitigates noise from the financial market. Extensive experiments are conducted on real-world broad-based indices, demonstrating the superior performance of our architecture over other state-of-the-art baselines, also validating all its contributing components.",arXiv q-fin,2023,0,Jingyi Gu; Fadi P. Deek; Guiling Wang,https://arxiv.org/abs/2302.14164v1,pass
arxiv,,Deep Learning Enhanced Realized GARCH,"We propose a new approach to volatility modeling by combining deep learning (LSTM) and realized volatility measures. This LSTM-enhanced realized GARCH framework incorporates and distills modeling advances from financial econometrics, high frequency trading data and deep learning. Bayesian inference via the Sequential Monte Carlo method is employed for statistical inference and forecasting. The new framework can jointly model the returns and realized volatility measures, has an excellent in-sample fit and superior predictive performance compared to several benchmark models, while being able to adapt well to the stylized facts in volatility. The performance of the new framework is tested using a wide range of metrics, from marginal likelihood, volatility forecasting, to tail risk forecasting and option pricing. We report on a comprehensive empirical study using 31 widely traded stock indices over a time period that includes COVID-19 pandemic.",arXiv q-fin,2023,0,Chen Liu; Chao Wang; Minh-Ngoc Tran; Robert Kohn,https://arxiv.org/abs/2302.08002v2,pass
arxiv,,A Comparative Predicting Stock Prices using Heston and Geometric Brownian Motion Models,"This paper presents a novel approach to predicting stock prices using technical analysis. By utilizing Ito's lemma and Euler-Maruyama methods, the researchers develop Heston and Geometric Brownian Motion models that take into account volatility, interest rate, and historical stock prices to generate predictions. The results of the study demonstrate that these models are effective in accurately predicting stock prices and outperform commonly used statistical indicators. The authors conclude that this technical analysis-based method offers a promising solution for stock market prediction.",arXiv q-fin,2023,0,H. T. Shehzad; M. A. Anwar; M. Razzaq,https://arxiv.org/abs/2302.07796v1,pass
arxiv,,Nowcasting Stock Implied Volatility with Twitter,"In this study, we predict next-day movements of stock end-of-day implied volatility using random forests. Through an ablation study, we examine the usefulness of different sources of predictors and expose the value of attention and sentiment features extracted from Twitter. We study the approach on a stock universe comprised of the 165 most liquid US stocks diversified across the 11 traditional market sectors using a sizeable out-of-sample period spanning over six years. In doing so, we uncover that stocks in certain sectors, such as Consumer Discretionary, Technology, Real Estate, and Utilities are easier to predict than others. Further analysis shows that possible reasons for these discrepancies might be caused by either excess social media attention or low option liquidity. Lastly, we explore how our proposed approach fares throughout time by identifying four underlying market regimes in implied volatility using hidden Markov models. We find that most added value is achieved in regimes associated with lower implied volatility, but optimal regimes vary per market sector.",arXiv q-fin,2022,0,Thomas Dierckx; Jesse Davis; Wim Schoutens,https://arxiv.org/abs/2301.00248v1,pass
arxiv,,Understanding stock market instability via graph auto-encoders,"Understanding stock market instability is a key question in financial management as practitioners seek to forecast breakdowns in asset co-movements which expose portfolios to rapid and devastating collapses in value. The structure of these co-movements can be described as a graph where companies are represented by nodes and edges capture correlations between their price movements. Learning a timely indicator of co-movement breakdowns (manifested as modifications in the graph structure) is central in understanding both financial stability and volatility forecasting. We propose to use the edge reconstruction accuracy of a graph auto-encoder (GAE) as an indicator for how spatially homogeneous connections between assets are, which, based on financial network literature, we use as a proxy to infer market volatility. Our experiments on the S&P 500 over the 2015-2022 period show that higher GAE reconstruction error values are correlated with higher volatility. We also show that out-of-sample autoregressive modeling of volatility is improved by the addition of the proposed measure. Our paper contributes to the literature of machine learning in finance particularly in the context of understanding stock market instability.",arXiv q-fin,2022,0,Dragos Gorduza; Xiaowen Dong; Stefan Zohren,https://arxiv.org/abs/2212.04974v1,pass
arxiv,,"Simulation-based Forecasting for Intraday Power Markets: Modelling Fundamental Drivers for Location, Shape and Scale of the Price Distribution","During the last years, European intraday power markets have gained importance for balancing forecast errors due to the rising volumes of intermittent renewable generation. However, compared to day-ahead markets, the drivers for the intraday price process are still sparsely researched. In this paper, we propose a modelling strategy for the location, shape and scale parameters of the return distribution in intraday markets, based on fundamental variables. We consider wind and solar forecasts and their intraday updates, outages, price information and a novel measure for the shape of the merit-order, derived from spot auction curves as explanatory variables. We validate our modelling by simulating price paths and compare the probabilistic forecasting performance of our model to benchmark models in a forecasting study for the German market. The approach yields significant improvements in the forecasting performance, especially in the tails of the distribution. At the same time, we are able to derive the contribution of the driving variables. We find that, apart from the first lag of the price changes, none of our fundamental variables have explanatory power for the expected value of the intraday returns. This implies weak-form market efficiency as renewable forecast changes and outage information seems to be priced in by the market. We find that the volatility is driven by the merit-order regime, the time to delivery and the closure of cross-border order books. The tail of the distribution is mainly influenced by past price differences and trading activity. Our approach is directly transferable to other continuous intraday markets in Europe.",arXiv q-fin,2022,0,Simon Hirsch; Florian Ziel,https://arxiv.org/abs/2211.13002v1,pass
arxiv,,Incorporating Interactive Facts for Stock Selection via Neural Recursive ODEs,"Stock selection attempts to rank a list of stocks for optimizing investment decision making, aiming at minimizing investment risks while maximizing profit returns. Recently, researchers have developed various (recurrent) neural network-based methods to tackle this problem. Without exceptions, they primarily leverage historical market volatility to enhance the selection performance. However, these approaches greatly rely on discrete sampled market observations, which either fail to consider the uncertainty of stock fluctuations or predict continuous stock dynamics in the future. Besides, some studies have considered the explicit stock interdependence derived from multiple domains (e.g., industry and shareholder). Nevertheless, the implicit cross-dependencies among different domains are under-explored. To address such limitations, we present a novel stock selection solution -- StockODE, a latent variable model with Gaussian prior. Specifically, we devise a Movement Trend Correlation module to expose the time-varying relationships regarding stock movements. We design Neural Recursive Ordinary Differential Equation Networks (NRODEs) to capture the temporal evolution of stock volatility in a continuous dynamic manner. Moreover, we build a hierarchical hypergraph to incorporate the domain-aware dependencies among the stocks. Experiments conducted on two real-world stock market datasets demonstrate that StockODE significantly outperforms several baselines, such as up to 18.57% average improvement regarding Sharpe Ratio.",arXiv q-fin,2022,0,Qiang Gao; Xinzhu Zhou; Kunpeng Zhang; Li Huang; Siyuan Liu; Fan Zhou,https://arxiv.org/abs/2210.15925v1,pass
arxiv,,Forecasting Bitcoin volatility spikes from whale transactions and CryptoQuant data using Synthesizer Transformer models,"The cryptocurrency market is highly volatile compared to traditional financial markets. Hence, forecasting its volatility is crucial for risk management. In this paper, we investigate CryptoQuant data (e.g. on-chain analytics, exchange and miner data) and whale-alert tweets, and explore their relationship to Bitcoin's next-day volatility, with a focus on extreme volatility spikes. We propose a deep learning Synthesizer Transformer model for forecasting volatility. Our results show that the model outperforms existing state-of-the-art models when forecasting extreme volatility spikes for Bitcoin using CryptoQuant data as well as whale-alert tweets. We analysed our model with the Captum XAI library to investigate which features are most important. We also backtested our prediction results with different baseline trading strategies and the results show that we are able to minimize drawdown while keeping steady profits. Our findings underscore that the proposed method is a useful tool for forecasting extreme volatility movements in the Bitcoin market.",arXiv q-fin,2022,0,Dorien Herremans; Kah Wee Low,https://arxiv.org/abs/2211.08281v1,pass
arxiv,,Stock Volatility Prediction using Time Series and Deep Learning Approach,"Volatility clustering is a crucial property that has a substantial impact on stock market patterns. Nonetheless, developing robust models for accurately predicting future stock price volatility is a difficult research topic. For predicting the volatility of three equities listed on India's national stock market (NSE), we propose multiple volatility models depending on the generalized autoregressive conditional heteroscedasticity (GARCH), Glosten-Jagannathan-GARCH (GJR-GARCH), Exponential general autoregressive conditional heteroskedastic (EGARCH), and LSTM framework. Sector-wise stocks have been chosen in our study. The sectors which have been considered are banking, information technology (IT), and pharma. yahoo finance has been used to obtain stock price data from Jan 2017 to Dec 2021. Among the pulled-out records, the data from Jan 2017 to Dec 2020 have been taken for training, and data from 2021 have been chosen for testing our models. The performance of predicting the volatility of stocks of three sectors has been evaluated by implementing three different types of GARCH models as well as by the LSTM model are compared. It has been observed the LSTM performed better in predicting volatility in pharma over banking and IT sectors. In tandem, it was also observed that E-GARCH performed better in the case of the banking sector and for IT and pharma, GJR-GARCH performed better.",arXiv q-fin,2022,0,Ananda Chatterjee; Hrisav Bhowmick; Jaydip Sen,https://arxiv.org/abs/2210.02126v1,pass
arxiv,,Time Evolution of a Supply Chain Network: Kinetic Modeling,"Resilient supply chains are often inherently dependent on the nature of their complex interconnected networks that are simultaneously multi-dimensional and multi-layered. This article presents a Supply Chain Network (SCN) model that can be used to regulate downstream relationships towards a sustainable SME using a 4-component cost function structure - Environmental (E), Demand (D), Economic (E), and Social (S). As a major generalization to the existing practice of using phenomenological interrelationships between the EDES cost kernels, we propose a complementary time varying model of a cost function, based on Lagrangian mechanics (incorporating SCN constraints through Lagrange multipliers), to analyze the time evolution of the SCN variables to interpret the competition between economic inertia and market potential. Multicriteria decision making, based on an Analytic Hierarchy Process (AHP), ranks performance quality, identifying key business decision makers. The model is first solved numerically and then validated against real data pertaining to two Small and Medium Enterprises (SMEs) from diverse domains, establishing the domain-independent nature of the model. The results quantify how increases in a production line without appropriate consideration of market volatility can lead to bankruptcy, and how high transportation cost together with increased production may lead to a break-even state. The model also predicts the time it takes a policy change to reinvigorate sales, thereby forecasting best practice operational procedure that ensures holistic sustainability on all four sustainability fronts.",arXiv q-fin,2022,0,Biswajit Debnath; Rihab El-Hassani; Amit K Chattopadhyay; T Krishna Kumar; Sadhan K Ghosh; Rahul Baidya,https://arxiv.org/abs/2209.01138v1,pass
arxiv,,Application of Convolutional Neural Networks with Quasi-Reversibility Method Results for Option Forecasting,"This paper presents a novel way to apply mathematical finance and machine learning (ML) to forecast stock options prices. Following results from the paper Quasi-Reversibility Method and Neural Network Machine Learning to Solution of Black-Scholes Equations (appeared on the AMS Contemporary Mathematics journal), we create and evaluate new empirical mathematical models for the Black-Scholes equation to analyze data for 92,846 companies. We solve the Black-Scholes (BS) equation forwards in time as an ill-posed inverse problem, using the Quasi-Reversibility Method (QRM), to predict option price for the future one day. For each company, we have 13 elements including stock and option daily prices, volatility, minimizer, etc. Because the market is so complicated that there exists no perfect model, we apply ML to train algorithms to make the best prediction. The current stage of research combines QRM with Convolutional Neural Networks (CNN), which learn information across a large number of data points simultaneously. We implement CNN to generate new results by validating and testing on sample market data. We test different ways of applying CNN and compare our CNN models with previous models to see if achieving a higher profit rate is possible.",arXiv q-fin,2022,0,Zheng Cao; Wenyu Du; Kirill V. Golubnichiy,https://arxiv.org/abs/2208.14385v2,pass
arxiv,,Volatility Based Kernels and Moving Average Means for Accurate Forecasting with Gaussian Processes,"A broad class of stochastic volatility models are defined by systems of stochastic differential equations. While these models have seen widespread success in domains such as finance and statistical climatology, they typically lack an ability to condition on historical data to produce a true posterior distribution. To address this fundamental limitation, we show how to re-cast a class of stochastic volatility models as a hierarchical Gaussian process (GP) model with specialized covariance functions. This GP model retains the inductive biases of the stochastic volatility model while providing the posterior predictive distribution given by GP inference. Within this framework, we take inspiration from well studied domains to introduce a new class of models, Volt and Magpie, that significantly outperform baselines in stock and wind speed forecasting, and naturally extend to the multitask setting.",arXiv q-fin,2022,0,Gregory Benton; Wesley J. Maddox; Andrew Gordon Wilson,https://arxiv.org/abs/2207.06544v1,pass
arxiv,,Application of Hawkes volatility in the observation of filtered high-frequency price process in tick structures,"The Hawkes model is suitable for describing self and mutually exciting random events. In addition, the exponential decay in the Hawkes process allows us to calculate the moment properties in the model. However, due to the complexity of the model and formula, few studies have been conducted on the performance of Hawkes volatility. In this study, we derived a variance formula that is directly applicable under the general settings of both unmarked and marked Hawkes models for tick-level price dynamics. In the marked model, the linear impact function and possible dependency between the marks and underlying processes are considered. The Hawkes volatility is applied to the mid-price process filtered at 0.1-second intervals to show reliable results; furthermore, intraday estimation is expected to have high utilization in real-time risk management. We also note the increasing predictive power of intraday Hawkes volatility over time and examine the relationship between futures and stock volatilities.",arXiv q-fin,2022,0,Kyungsub Lee,https://arxiv.org/abs/2207.05939v2,pass
arxiv,,On the universality of the volatility formation process: when machine learning and rough volatility agree,"We train an LSTM network based on a pooled dataset made of hundreds of liquid stocks aiming to forecast the next daily realized volatility for all stocks. Showing the consistent outperformance of this universal LSTM relative to other asset-specific parametric models, we uncover nonparametric evidences of a universal volatility formation mechanism across assets relating past market realizations, including daily returns and volatilities, to current volatilities. A parsimonious parametric forecasting device combining the rough fractional stochastic volatility and quadratic rough Heston models with fixed parameters results in the same level of performance as the universal LSTM, which confirms the universality of the volatility formation process from a parametric perspective.",arXiv q-fin,2022,0,Mathieu Rosenbaum; Jianfei Zhang,https://arxiv.org/abs/2206.14114v1,pass
arxiv,,Multivariate backtests and copulas for risk evaluation,"Risk evaluation is a forecast, and its validity must be backtested. Probability distribution forecasts are used in this work and allow for more powerful validations compared to point forecasts. Our aim is to use bivariate copulas in order to characterize the in-sample copulas and to validate out-of-sample a bivariate forecast. For both set-ups, probability integral transforms (PIT) and Rosenblatt transforms are used to map the problem into an independent copula. For this simple copula, statistical tests can be applied to validate the choice of the in-sample copula or the validity of the bivariate forecast. The salient results are that a Student copula describes well the dependencies between financial time series (regardless of the correlation), and that the bivariate forecasts provided by a risk methodology based on historical innovations performs correctly out-of-sample. A prerequisite is to remove the heteroskedasticity in order to have stationary time series, in this work a long-memory ARCH volatility model is used.",arXiv q-fin,2022,0,Boris David; Gilles Zumbach,https://arxiv.org/abs/2206.03896v2,pass
arxiv,,PreBit -- A multimodal model with Twitter FinBERT embeddings for extreme price movement prediction of Bitcoin,"Bitcoin, with its ever-growing popularity, has demonstrated extreme price volatility since its origin. This volatility, together with its decentralised nature, make Bitcoin highly subjective to speculative trading as compared to more traditional assets. In this paper, we propose a multimodal model for predicting extreme price fluctuations. This model takes as input a variety of correlated assets, technical indicators, as well as Twitter content. In an in-depth study, we explore whether social media discussions from the general public on Bitcoin have predictive power for extreme price movements. A dataset of 5,000 tweets per day containing the keyword `Bitcoin' was collected from 2015 to 2021. This dataset, called PreBit, is made available online. In our hybrid model, we use sentence-level FinBERT embeddings, pretrained on financial lexicons, so as to capture the full contents of the tweets and feed it to the model in an understandable way. By combining these embeddings with a Convolutional Neural Network, we built a predictive model for significant market movements. The final multimodal ensemble model includes this NLP model together with a model based on candlestick data, technical indicators and correlated asset prices. In an ablation study, we explore the contribution of the individual modalities. Finally, we propose and backtest a trading strategy based on the predictions of our models with varying prediction threshold and show that it can used to build a profitable trading strategy with a reduced risk over a `hold' or moving average strategy.",arXiv q-fin,2022,0,Yanzhao Zou; Dorien Herremans,https://arxiv.org/abs/2206.00648v2,pass
arxiv,,Volatility-inspired $σ$-LSTM cell,"Volatility models of price fluctuations are well studied in the econometrics literature, with more than 50 years of theoretical and empirical findings. The recent advancements in neural networks (NN) in the deep learning field have naturally offered novel econometric modeling tools. However, there is still a lack of explainability and stylized knowledge about volatility modeling with neural networks; the use of stylized facts could help improve the performance of the NN for the volatility prediction task. In this paper, we investigate how the knowledge about the ""physics"" of the volatility process can be used as an inductive bias to design or constrain a cell state of long short-term memory (LSTM) for volatility forecasting. We introduce a new type of $σ$-LSTM cell with a stochastic processing layer, design its learning mechanism and show good out-of-sample forecasting performance.",arXiv q-fin,2022,0,German Rodikov; Nino Antulov-Fantulin,https://arxiv.org/abs/2205.07022v1,pass
arxiv,,High-Frequency-Based Volatility Model with Network Structure,"This paper introduces one new multivariate volatility model that can accommodate an appropriately defined network structure based on low-frequency and high-frequency data. The model reduces the number of unknown parameters and the computational complexity substantially. The model parameterization and iterative multistep-ahead forecasts are discussed and the targeting reparameterization is also presented. Quasi-likelihood functions for parameter estimation are proposed and their asymptotic properties are established. A series of simulation experiments are carried out to assess the performance of the estimation in finite samples. An empirical example is demonstrated that the proposed model outperforms the network GARCH model, with the gains being particularly significant at short forecast horizons.",arXiv q-fin,2022,0,Huiling Yuan; Guodong Li; Junhui Wang,https://arxiv.org/abs/2204.12933v1,pass
arxiv,,Reducing overestimating and underestimating volatility via the augmented blending-ARCH model,"SVR-GARCH model tends to ""backward eavesdrop"" when forecasting the financial time series volatility in which case it tends to simply produce the prediction by deviating the previous volatility. Though the SVR-GARCH model has achieved good performance in terms of various performance measurements, trading opportunities, peak or trough behaviors in the time series are all hampered by underestimating or overestimating the volatility. We propose a blending ARCH (BARCH) and an augmented BARCH (aBARCH) model to overcome this kind of problem and make the prediction towards better peak or trough behaviors. The method is illustrated using real data sets including SH300 and S&P500. The empirical results obtained suggest that the augmented and blending models improve the volatility forecasting ability.",arXiv q-fin,2022,0,Jun Lu; Shao Yi,https://arxiv.org/abs/2203.12456v1,pass
